01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Âmbito Geográfico,05. Filtro 1,06. Filtro 2,07. Filtro 3,08. Escala ,09. Símbolo,10. Valor,Região de Saúde
1990.0,,Valongo,Município,Total,Total,, pessoas,,74687.0,Região de Saúde Norte
1990.0,,Valpaços,Município,Total,Total,, pessoas,,22980.0,Região de Saúde Norte
1990.0,,Velas,Município,Total,Total,, pessoas,,5736.0,Região Autónoma dos Açores
1990.0,,Vendas Novas,Município,Total,Total,, pessoas,,10303.0,Região de Saúde do Alentejo
1990.0,,Viana do Alentejo,Município,Total,Total,, pessoas,,5616.0,Região de Saúde do Alentejo
1990.0,,Viana do Castelo,Município,Total,Total,, pessoas,,83996.0,Região de Saúde Norte
1990.0,,Vidigueira,Município,Total,Total,, pessoas,,6220.0,Região de Saúde do Alentejo
1990.0,,Vieira do Minho,Município,Total,Total,, pessoas,,16036.0,Região de Saúde Norte
1990.0,,Vila da Praia da Vitória,Município,Total,Total,, pessoas,,20564.0,Região Autónoma dos Açores
1990.0,,Vila de Rei,Município,Total,Total,, pessoas,,3734.0,Região de Saúde do Centro
1990.0,,Vila do Bispo,Município,Total,Total,, pessoas,,5756.0,Região de Saúde do Algarve
1990.0,,Vila do Conde,Município,Total,Total,, pessoas,,65505.0,Região de Saúde Norte
1990.0,,Vila do Porto,Município,Total,Total,, pessoas,,5981.0,Região Autónoma dos Açores
1990.0,,Vila Flor,Município,Total,Total,, pessoas,,8982.0,Região de Saúde Norte
1990.0,,Vila Franca de Xira,Município,Total,Total,, pessoas,,105188.0,Região de Saúde LVT
1990.0,,Vila Franca do Campo,Município,Total,Total,, pessoas,,11139.0,Região Autónoma dos Açores
1990.0,,Vila Nova da Barquinha,Município,Total,Total,, pessoas,,7723.0,Região de Saúde LVT
1990.0,,Vila Nova de Cerveira,Município,Total,Total,, pessoas,,9228.0,Região de Saúde Norte
1990.0,,Vila Nova de Famalicão,Município,Total,Total,, pessoas,,115374.0,Região de Saúde Norte
1990.0,,Vila Nova de Foz Côa,Município,Total,Total,, pessoas,,9034.0,Região de Saúde do Centro
1990.0,,Vila Nova de Gaia,Município,Total,Total,, pessoas,,250606.0,Região de Saúde Norte
1990.0,,Vila Nova de Paiva,Município,Total,Total,, pessoas,,6126.0,Região de Saúde do Centro
1990.0,,Vila Nova de Poiares,Município,Total,Total,, pessoas,,6217.0,Região de Saúde do Centro
1990.0,,Vila Pouca de Aguiar,Município,Total,Total,, pessoas,,17371.0,Região de Saúde Norte
1990.0,,Vila Real,Município,Total,Total,, pessoas,,46838.0,Região de Saúde Norte
1990.0,,Vila Real de Santo António,Município,Total,Total,, pessoas,,14434.0,Região de Saúde do Algarve
1990.0,,Vila Velha de Ródão,Município,Total,Total,, pessoas,,5002.0,Região de Saúde do Centro
1990.0,,Vila Verde,Município,Total,Total,, pessoas,,44582.0,Região de Saúde Norte
1990.0,,Vila Viçosa,Município,Total,Total,, pessoas,,8878.0,Região de Saúde do Alentejo
1990.0,,Vimioso,Município,Total,Total,, pessoas,,6457.0,Região de Saúde Norte
1990.0,,Vinhais,Município,Total,Total,, pessoas,,12976.0,Região de Saúde Norte
1990.0,,Viseu,Município,Total,Total,, pessoas,,83999.0,Região de Saúde do Centro
1990.0,,Vizela,Município,Total,Total,, pessoas,-,,Região de Saúde Norte
1990.0,,Vouzela,Município,Total,Total,, pessoas,,12576.0,Região de Saúde do Centro
1991.0,,Abrantes,Município,Total,Total,, pessoas,,45630.0,Região de Saúde LVT
1991.0,,Águeda,Município,Total,Total,, pessoas,,44709.0,Região de Saúde do Centro
1991.0,,Aguiar da Beira,Município,Total,Total,, pessoas,,6663.0,Região de Saúde do Centro
1991.0,,Alandroal,Município,Total,Total,, pessoas,,7302.0,Região de Saúde do Alentejo
1991.0,,Albergaria-a-Velha,Município,Total,Total,, pessoas,,22335.0,Região de Saúde do Centro
1991.0,,Albufeira,Município,Total,Total,, pessoas,,21799.0,Região de Saúde do Algarve
1991.0,,Alcácer do Sal,Município,Total,Total,, pessoas,,14557.0,Região de Saúde LVT
1991.0,,Alcanena,Município,Total,Total,, pessoas,,14422.0,Região de Saúde LVT
1991.0,,Alcobaça,Município,Total,Total,, pessoas,,53543.0,Região de Saúde LVT
1991.0,,Alcochete,Município,Total,Total,, pessoas,,10436.0,Região de Saúde LVT
1991.0,,Alcoutim,Município,Total,Total,, pessoas,,4507.0,Região de Saúde do Algarve
1991.0,,Alenquer,Município,Total,Total,, pessoas,,34626.0,Região de Saúde LVT
1991.0,,Alfândega da Fé,Município,Total,Total,, pessoas,,6706.0,Região de Saúde Norte
1991.0,,Alijó,Município,Total,Total,, pessoas,,16181.0,Região de Saúde Norte
1991.0,,Aljezur,Município,Total,Total,, pessoas,,5020.0,Região de Saúde do Algarve
1991.0,,Aljustrel,Município,Total,Total,, pessoas,,11933.0,Região de Saúde do Alentejo
1991.0,,Almada,Município,Total,Total,, pessoas,,153219.0,Região de Saúde LVT
1991.0,,Almeida,Município,Total,Total,, pessoas,,9937.0,Região de Saúde do Centro
1991.0,,Almeirim,Município,Total,Total,, pessoas,,21505.0,Região de Saúde LVT
1991.0,,Almodôvar,Município,Total,Total,, pessoas,,8975.0,Região de Saúde do Alentejo
1991.0,,Alpiarça,Município,Total,Total,, pessoas,,7757.0,Região de Saúde LVT
1991.0,,Alter do Chão,Município,Total,Total,, pessoas,,4407.0,Região de Saúde do Alentejo
1991.0,,Alvaiázere,Município,Total,Total,, pessoas,,9282.0,Região de Saúde LVT
1991.0,,Alvito,Município,Total,Total,, pessoas,,2658.0,Região de Saúde do Alentejo
1991.0,,Amadora,Município,Total,Total,, pessoas,,182015.0,Região de Saúde LVT
1991.0,,Amarante,Município,Total,Total,, pessoas,,56646.0,Região de Saúde Norte
1991.0,,Amares,Município,Total,Total,, pessoas,,16882.0,Região de Saúde Norte
1991.0,,Anadia,Município,Total,Total,, pessoas,,29223.0,Região de Saúde do Centro
1991.0,,Angra do Heroísmo,Município,Total,Total,, pessoas,,35452.0,Região Autónoma dos Açores
1991.0,,Ansião,Município,Total,Total,, pessoas,,14039.0,Região de Saúde LVT
1991.0,,Arcos de Valdevez,Município,Total,Total,, pessoas,,26724.0,Região de Saúde Norte
1991.0,,Arganil,Município,Total,Total,, pessoas,,13967.0,Região de Saúde do Centro
1991.0,,Armamar,Município,Total,Total,, pessoas,,8594.0,Região de Saúde do Centro
1991.0,,Arouca,Município,Total,Total,, pessoas,,24001.0,Região de Saúde do Centro
1991.0,,Arraiolos,Município,Total,Total,, pessoas,,8171.0,Região de Saúde do Alentejo
1991.0,,Arronches,Município,Total,Total,, pessoas,,3682.0,Região de Saúde do Alentejo
1991.0,,Arruda dos Vinhos,Município,Total,Total,, pessoas,,9501.0,Região de Saúde LVT
1991.0,,Aveiro,Município,Total,Total,, pessoas,,67437.0,Região de Saúde do Centro
1991.0,,Avis,Município,Total,Total,, pessoas,,5680.0,Região de Saúde do Alentejo
1991.0,,Azambuja,Município,Total,Total,, pessoas,,19714.0,Região de Saúde LVT
1991.0,,Baião,Município,Total,Total,, pessoas,,22639.0,Região de Saúde Norte
1991.0,,Barcelos,Município,Total,Total,, pessoas,,113260.0,Região de Saúde Norte
1991.0,,Barrancos,Município,Total,Total,, pessoas,,2051.0,Região de Saúde do Alentejo
1991.0,,Barreiro,Município,Total,Total,, pessoas,,85549.0,Região de Saúde LVT
1991.0,,Batalha,Município,Total,Total,, pessoas,,13481.0,Região de Saúde LVT
1991.0,,Beja,Município,Total,Total,, pessoas,,36016.0,Região de Saúde do Alentejo
1991.0,,Belmonte,Município,Total,Total,, pessoas,,7475.0,Região de Saúde do Centro
1991.0,,Benavente,Município,Total,Total,, pessoas,,18871.0,Região de Saúde LVT
1991.0,,Bombarral,Município,Total,Total,, pessoas,,12809.0,Região de Saúde LVT
1991.0,,Borba,Município,Total,Total,, pessoas,,8251.0,Região de Saúde do Alentejo
1991.0,,Boticas,Município,Total,Total,, pessoas,,7838.0,Região de Saúde Norte
1991.0,,Braga,Município,Total,Total,, pessoas,,144001.0,Região de Saúde Norte
1991.0,,Bragança,Município,Total,Total,, pessoas,,33363.0,Região de Saúde Norte
1991.0,,Cabeceiras de Basto,Município,Total,Total,, pessoas,,16587.0,Região de Saúde Norte
1991.0,,Cadaval,Município,Total,Total,, pessoas,,13591.0,Região de Saúde LVT
1991.0,,Caldas da Rainha,Município,Total,Total,, pessoas,,43857.0,Região de Saúde LVT
1991.0,,Calheta [R.A.A.],Município,Total,Total,, pessoas,,4599.0,Região Autónoma dos Açores
1991.0,,Calheta [R.A.M.],Município,Total,Total,, pessoas,,12816.0,Região Autónoma da Madeira
1991.0,,Câmara de Lobos,Município,Total,Total,, pessoas,,31941.0,Região Autónoma da Madeira
1991.0,,Caminha,Município,Total,Total,, pessoas,,16345.0,Região de Saúde Norte
1991.0,,Campo Maior,Município,Total,Total,, pessoas,,8555.0,Região de Saúde do Alentejo
1991.0,,Cantanhede,Município,Total,Total,, pessoas,,37265.0,Região de Saúde do Centro
1991.0,,Carrazeda de Ansiães,Município,Total,Total,, pessoas,,9132.0,Região de Saúde Norte
1991.0,,Carregal do Sal,Município,Total,Total,, pessoas,,10979.0,Região de Saúde do Centro
1991.0,,Cartaxo,Município,Total,Total,, pessoas,,22429.0,Região de Saúde LVT
1991.0,,Cascais,Município,Total,Total,, pessoas,,155216.0,Região de Saúde LVT
1991.0,,Castanheira de Pêra,Município,Total,Total,, pessoas,,4406.0,Região de Saúde LVT
1991.0,,Castelo Branco,Município,Total,Total,, pessoas,,54692.0,Região de Saúde do Centro
1991.0,,Castelo de Paiva,Município,Total,Total,, pessoas,,16729.0,Região de Saúde do Centro
1991.0,,Castelo de Vide,Município,Total,Total,, pessoas,,4121.0,Região de Saúde do Alentejo
1991.0,,Castro Daire,Município,Total,Total,, pessoas,,18077.0,Região de Saúde do Centro
1991.0,,Castro Marim,Município,Total,Total,, pessoas,,6805.0,Região de Saúde do Algarve
1991.0,,Castro Verde,Município,Total,Total,, pessoas,,7775.0,Região de Saúde do Alentejo
1991.0,,Celorico da Beira,Município,Total,Total,, pessoas,,8881.0,Região de Saúde do Centro
1991.0,,Celorico de Basto,Município,Total,Total,, pessoas,,21491.0,Região de Saúde Norte
1991.0,,Chamusca,Município,Total,Total,, pessoas,,12270.0,Região de Saúde LVT
1991.0,,Chaves,Município,Total,Total,, pessoas,,41304.0,Região de Saúde Norte
1991.0,,Cinfães,Município,Total,Total,, pessoas,,23503.0,Região de Saúde do Centro
1991.0,,Coimbra,Município,Total,Total,, pessoas,,140832.0,Região de Saúde do Centro
1991.0,,Condeixa-a-Nova,Município,Total,Total,, pessoas,,13287.0,Região de Saúde do Centro
1991.0,,Constância,Município,Total,Total,, pessoas,,4159.0,Região de Saúde LVT
1991.0,,Coruche,Município,Total,Total,, pessoas,,23567.0,Região de Saúde LVT
1991.0,,Corvo,Município,Total,Total,, pessoas,,392.0,Região Autónoma dos Açores
1991.0,,Covilhã,Município,Total,Total,, pessoas,,54346.0,Região de Saúde do Centro
1991.0,,Crato,Município,Total,Total,, pessoas,,5037.0,Região de Saúde do Alentejo
1991.0,,Cuba,Município,Total,Total,, pessoas,,5496.0,Região de Saúde do Alentejo
1991.0,,Elvas,Município,Total,Total,, pessoas,,24536.0,Região de Saúde do Alentejo
1991.0,,Entroncamento,Município,Total,Total,, pessoas,,14658.0,Região de Saúde LVT
1991.0,,Espinho,Município,Total,Total,, pessoas,,35062.0,Região de Saúde do Centro
1991.0,,Esposende,Município,Total,Total,, pessoas,,30455.0,Região de Saúde Norte
1991.0,,Estarreja,Município,Total,Total,, pessoas,,26946.0,Região de Saúde do Centro
1991.0,,Estremoz,Município,Total,Total,, pessoas,,15587.0,Região de Saúde do Alentejo
1991.0,,Évora,Município,Total,Total,, pessoas,,54354.0,Região de Saúde do Alentejo
1991.0,,Fafe,Município,Total,Total,, pessoas,,48588.0,Região de Saúde Norte
1991.0,,Faro,Município,Total,Total,, pessoas,,51638.0,Região de Saúde do Algarve
1991.0,,Felgueiras,Município,Total,Total,, pessoas,,50282.0,Região de Saúde Norte
1991.0,,Ferreira do Alentejo,Município,Total,Total,, pessoas,,10044.0,Região de Saúde do Alentejo
1991.0,,Ferreira do Zêzere,Município,Total,Total,, pessoas,,9894.0,Região de Saúde LVT
1991.0,,Figueira da Foz,Município,Total,Total,, pessoas,,61906.0,Região de Saúde do Centro
1991.0,,Figueira de Castelo Rodrigo,Município,Total,Total,, pessoas,,8059.0,Região de Saúde do Centro
1991.0,,Figueiró dos Vinhos,Município,Total,Total,, pessoas,,7995.0,Região de Saúde LVT
1991.0,,Fornos de Algodres,Município,Total,Total,, pessoas,,6231.0,Região de Saúde do Centro
1991.0,,Freixo de Espada à Cinta,Município,Total,Total,, pessoas,,4871.0,Região de Saúde Norte
1991.0,,Fronteira,Município,Total,Total,, pessoas,,4104.0,Região de Saúde do Alentejo
1991.0,,Funchal,Município,Total,Total,, pessoas,,114901.0,Região Autónoma da Madeira
1991.0,,Fundão,Município,Total,Total,, pessoas,,31781.0,Região de Saúde do Centro
1991.0,,Gavião,Município,Total,Total,, pessoas,,5870.0,Região de Saúde do Alentejo
1991.0,,Góis,Município,Total,Total,, pessoas,,5344.0,Região de Saúde do Centro
1991.0,,Golegã,Município,Total,Total,, pessoas,,6080.0,Região de Saúde LVT
1991.0,,Gondomar,Município,Total,Total,, pessoas,,145984.0,Região de Saúde Norte
1991.0,,Gouveia,Município,Total,Total,, pessoas,,17318.0,Região de Saúde do Centro
1991.0,,Grândola,Município,Total,Total,, pessoas,,13985.0,Região de Saúde LVT
1991.0,,Guarda,Município,Total,Total,, pessoas,,39153.0,Região de Saúde do Centro
1991.0,,Guimarães,Município,Total,Total,, pessoas,,146381.0,Região de Saúde Norte
1991.0,,Horta,Município,Total,Total,, pessoas,,15029.0,Região Autónoma dos Açores
1991.0,,Idanha-a-Nova,Município,Total,Total,, pessoas,,13517.0,Região de Saúde do Centro
1991.0,,Ílhavo,Município,Total,Total,, pessoas,,33719.0,Região de Saúde do Centro
1991.0,,Lagoa,Município,Total,Total,, pessoas,,17092.0,Região de Saúde do Algarve
1991.0,,Lagoa [R.A.A.],Município,Total,Total,, pessoas,,13064.0,Região Autónoma dos Açores
1991.0,,Lagos,Município,Total,Total,, pessoas,,21862.0,Região de Saúde do Algarve
1991.0,,Lajes das Flores,Município,Total,Total,, pessoas,,1695.0,Região Autónoma dos Açores
1991.0,,Lajes do Pico,Município,Total,Total,, pessoas,,5561.0,Região Autónoma dos Açores
1991.0,,Lamego,Município,Total,Total,, pessoas,,30144.0,Região de Saúde do Centro
1991.0,,Leiria,Município,Total,Total,, pessoas,,104445.0,Região de Saúde LVT
1991.0,,Lisboa,Município,Total,Total,, pessoas,,656002.0,Região de Saúde LVT
1991.0,,Loulé,Município,Total,Total,, pessoas,,47690.0,Região de Saúde do Algarve
1991.0,,Loures,Município,Total,Total,, pessoas,,193240.0,Região de Saúde LVT
1991.0,,Lourinhã,Município,Total,Total,, pessoas,,21817.0,Região de Saúde LVT
1991.0,,Lousã,Município,Total,Total,, pessoas,,13671.0,Região de Saúde do Centro
1991.0,,Lousada,Município,Total,Total,, pessoas,,38988.0,Região de Saúde Norte
1991.0,,Mação,Município,Total,Total,, pessoas,,9956.0,Região de Saúde LVT
1991.0,,Macedo de Cavaleiros,Município,Total,Total,, pessoas,,18839.0,Região de Saúde Norte
1991.0,,Machico,Município,Total,Total,, pessoas,,22122.0,Região Autónoma da Madeira
1991.0,,Madalena,Município,Total,Total,, pessoas,,6006.0,Região Autónoma dos Açores
1991.0,,Mafra,Município,Total,Total,, pessoas,,44707.0,Região de Saúde LVT
1991.0,,Maia,Município,Total,Total,, pessoas,,95981.0,Região de Saúde Norte
1991.0,,Mangualde,Município,Total,Total,, pessoas,,21814.0,Região de Saúde do Centro
1991.0,,Manteigas,Município,Total,Total,, pessoas,,4442.0,Região de Saúde do Centro
1991.0,,Marco de Canaveses,Município,Total,Total,, pessoas,,48762.0,Região de Saúde Norte
1991.0,,Marinha Grande,Município,Total,Total,, pessoas,,33883.0,Região de Saúde LVT
1991.0,,Marvão,Município,Total,Total,, pessoas,,4410.0,Região de Saúde do Alentejo
1991.0,,Matosinhos,Município,Total,Total,, pessoas,,154326.0,Região de Saúde Norte
1991.0,,Mealhada,Município,Total,Total,, pessoas,,18561.0,Região de Saúde do Centro
1991.0,,Mêda,Município,Total,Total,, pessoas,,7353.0,Região de Saúde do Centro
1991.0,,Melgaço,Município,Total,Total,, pessoas,,10964.0,Região de Saúde Norte
1991.0,,Mértola,Município,Total,Total,, pessoas,,9730.0,Região de Saúde do Alentejo
1991.0,,Mesão Frio,Município,Total,Total,, pessoas,,5495.0,Região de Saúde Norte
1991.0,,Mira,Município,Total,Total,, pessoas,,13222.0,Região de Saúde do Centro
1991.0,,Miranda do Corvo,Município,Total,Total,, pessoas,,11847.0,Região de Saúde do Centro
1991.0,,Miranda do Douro,Município,Total,Total,, pessoas,,8655.0,Região de Saúde Norte
1991.0,,Mirandela,Município,Total,Total,, pessoas,,25347.0,Região de Saúde Norte
1991.0,,Mogadouro,Município,Total,Total,, pessoas,,12157.0,Região de Saúde Norte
1991.0,,Moimenta da Beira,Município,Total,Total,, pessoas,,12238.0,Região de Saúde do Centro
1991.0,,Moita,Município,Total,Total,, pessoas,,65544.0,Região de Saúde LVT
1991.0,,Monção,Município,Total,Total,, pessoas,,21624.0,Região de Saúde Norte
1991.0,,Monchique,Município,Total,Total,, pessoas,,7282.0,Região de Saúde do Algarve
1991.0,,Mondim de Basto,Município,Total,Total,, pessoas,,9483.0,Região de Saúde Norte
1991.0,,Monforte,Município,Total,Total,, pessoas,,3755.0,Região de Saúde do Alentejo
1991.0,,Montalegre,Município,Total,Total,, pessoas,,15263.0,Região de Saúde Norte
1991.0,,Montemor-o-Novo,Município,Total,Total,, pessoas,,18692.0,Região de Saúde do Alentejo
1991.0,,Montemor-o-Velho,Município,Total,Total,, pessoas,,26426.0,Região de Saúde do Centro
1991.0,,Montijo,Município,Total,Total,, pessoas,,36478.0,Região de Saúde LVT
1991.0,,Mora,Município,Total,Total,, pessoas,,6578.0,Região de Saúde do Alentejo
1991.0,,Mortágua,Município,Total,Total,, pessoas,,10659.0,Região de Saúde do Centro
1991.0,,Moura,Município,Total,Total,, pessoas,,17531.0,Região de Saúde do Alentejo
1991.0,,Mourão,Município,Total,Total,, pessoas,,3260.0,Região de Saúde do Alentejo
1991.0,,Murça,Município,Total,Total,, pessoas,,7349.0,Região de Saúde Norte
1991.0,,Murtosa,Município,Total,Total,, pessoas,,9578.0,Região de Saúde do Centro
1991.0,,Nazaré,Município,Total,Total,, pessoas,,15345.0,Região de Saúde LVT
1991.0,,Nelas,Município,Total,Total,, pessoas,,14618.0,Região de Saúde do Centro
1991.0,,Nisa,Município,Total,Total,, pessoas,,9773.0,Região de Saúde do Alentejo
1991.0,,Nordeste,Município,Total,Total,, pessoas,,5521.0,Região Autónoma dos Açores
1991.0,,Óbidos,Município,Total,Total,, pessoas,,11203.0,Região de Saúde LVT
1991.0,,Odemira,Município,Total,Total,, pessoas,,26475.0,Região de Saúde do Alentejo
1991.0,,Odivelas,Município,Total,Total,, pessoas,,130800.0,Região de Saúde LVT
1991.0,,Oeiras,Município,Total,Total,, pessoas,,152921.0,Região de Saúde LVT
1991.0,,Oleiros,Município,Total,Total,, pessoas,,7711.0,Região de Saúde do Centro
1991.0,,Olhão,Município,Total,Total,, pessoas,,37305.0,Região de Saúde do Algarve
1991.0,,Oliveira de Azeméis,Município,Total,Total,, pessoas,,67614.0,Região de Saúde do Centro
1991.0,,Oliveira de Frades,Município,Total,Total,, pessoas,,10610.0,Região de Saúde do Centro
1991.0,,Oliveira do Bairro,Município,Total,Total,, pessoas,,18900.0,Região de Saúde do Centro
1991.0,,Oliveira do Hospital,Município,Total,Total,, pessoas,,22630.0,Região de Saúde do Centro
1991.0,,Ourém,Município,Total,Total,, pessoas,,40658.0,Região de Saúde LVT
1991.0,,Ourique,Município,Total,Total,, pessoas,,6570.0,Região de Saúde do Alentejo
1991.0,,Ovar,Município,Total,Total,, pessoas,,50334.0,Região de Saúde do Centro
1991.0,,Paços de Ferreira,Município,Total,Total,, pessoas,,45261.0,Região de Saúde Norte
1991.0,,Palmela,Município,Total,Total,, pessoas,,44839.0,Região de Saúde LVT
1991.0,,Pampilhosa da Serra,Município,Total,Total,, pessoas,,5769.0,Região de Saúde do Centro
1991.0,,Paredes,Município,Total,Total,, pessoas,,74415.0,Região de Saúde Norte
1991.0,,Paredes de Coura,Município,Total,Total,, pessoas,,10401.0,Região de Saúde Norte
1991.0,,Pedrógão Grande,Município,Total,Total,, pessoas,,4632.0,Região de Saúde LVT
1991.0,,Penacova,Município,Total,Total,, pessoas,,16750.0,Região de Saúde do Centro
1991.0,,Penafiel,Município,Total,Total,, pessoas,,69203.0,Região de Saúde Norte
1991.0,,Penalva do Castelo,Município,Total,Total,, pessoas,,9183.0,Região de Saúde do Centro
1991.0,,Penamacor,Município,Total,Total,, pessoas,,8010.0,Região de Saúde do Centro
1991.0,,Penedono,Município,Total,Total,, pessoas,,3727.0,Região de Saúde do Centro
1991.0,,Penela,Município,Total,Total,, pessoas,,6909.0,Região de Saúde do Centro
1991.0,,Peniche,Município,Total,Total,, pessoas,,26103.0,Região de Saúde LVT
1991.0,,Peso da Régua,Município,Total,Total,, pessoas,,21471.0,Região de Saúde Norte
1991.0,,Pinhel,Município,Total,Total,, pessoas,,12580.0,Região de Saúde do Centro
1991.0,,Pombal,Município,Total,Total,, pessoas,,51640.0,Região de Saúde LVT
1991.0,,Ponta Delgada,Município,Total,Total,, pessoas,,62878.0,Região Autónoma dos Açores
1991.0,,Ponta do Sol,Município,Total,Total,, pessoas,,8703.0,Região Autónoma da Madeira
1991.0,,Ponte da Barca,Município,Total,Total,, pessoas,,13142.0,Região de Saúde Norte
1991.0,,Ponte de Lima,Município,Total,Total,, pessoas,,43703.0,Região de Saúde Norte
1991.0,,Ponte de Sor,Município,Total,Total,, pessoas,,17946.0,Região de Saúde do Alentejo
1991.0,,Portalegre,Município,Total,Total,, pessoas,,26231.0,Região de Saúde do Alentejo
1991.0,,Portel,Município,Total,Total,, pessoas,,7516.0,Região de Saúde do Alentejo
1991.0,,Portimão,Município,Total,Total,, pessoas,,39429.0,Região de Saúde do Algarve
1991.0,,Porto,Município,Total,Total,, pessoas,,301159.0,Região de Saúde Norte
1991.0,,Porto de Mós,Município,Total,Total,, pessoas,,23529.0,Região de Saúde LVT
1991.0,,Porto Moniz,Município,Total,Total,, pessoas,,3395.0,Região Autónoma da Madeira
1991.0,,Porto Santo,Município,Total,Total,, pessoas,,4728.0,Região Autónoma da Madeira
1991.0,,Póvoa de Lanhoso,Município,Total,Total,, pessoas,,21626.0,Região de Saúde Norte
1991.0,,Póvoa de Varzim,Município,Total,Total,, pessoas,,55842.0,Região de Saúde Norte
1991.0,,Povoação,Município,Total,Total,, pessoas,,7359.0,Região Autónoma dos Açores
1991.0,,Proença-a-Nova,Município,Total,Total,, pessoas,,10984.0,Região de Saúde do Centro
1991.0,,Redondo,Município,Total,Total,, pessoas,,7942.0,Região de Saúde do Alentejo
1991.0,,Reguengos de Monsaraz,Município,Total,Total,, pessoas,,11462.0,Região de Saúde do Alentejo
1991.0,,Resende,Município,Total,Total,, pessoas,,13611.0,Região de Saúde do Centro
1991.0,,Ribeira Brava,Município,Total,Total,, pessoas,,13156.0,Região Autónoma da Madeira
1991.0,,Ribeira de Pena,Município,Total,Total,, pessoas,,8406.0,Região de Saúde Norte
1991.0,,Ribeira Grande,Município,Total,Total,, pessoas,,27457.0,Região Autónoma dos Açores
1991.0,,Rio Maior,Município,Total,Total,, pessoas,,20320.0,Região de Saúde LVT
1991.0,,Sabrosa,Município,Total,Total,, pessoas,,7460.0,Região de Saúde Norte
1991.0,,Sabugal,Município,Total,Total,, pessoas,,16798.0,Região de Saúde do Centro
1991.0,,Salvaterra de Magos,Município,Total,Total,, pessoas,,19193.0,Região de Saúde LVT
1991.0,,Santa Comba Dão,Município,Total,Total,, pessoas,,12263.0,Região de Saúde do Centro
1991.0,,Santa Cruz,Município,Total,Total,, pessoas,,24091.0,Região Autónoma da Madeira
1991.0,,Santa Cruz da Graciosa,Município,Total,Total,, pessoas,,5207.0,Região Autónoma dos Açores
1991.0,,Santa Cruz das Flores,Município,Total,Total,, pessoas,,2652.0,Região Autónoma dos Açores
1991.0,,Santa Maria da Feira,Município,Total,Total,, pessoas,,120666.0,Região de Saúde do Centro
1991.0,,Santa Marta de Penaguião,Município,Total,Total,, pessoas,,9661.0,Região de Saúde Norte
1991.0,,Santana,Município,Total,Total,, pessoas,,10180.0,Região Autónoma da Madeira
1991.0,,Santarém,Município,Total,Total,, pessoas,,62980.0,Região de Saúde LVT
1991.0,,Santiago do Cacém,Município,Total,Total,, pessoas,,31636.0,Região de Saúde LVT
1991.0,,Santo Tirso,Município,Total,Total,, pessoas,,70523.0,Região de Saúde Norte
1991.0,,São Brás de Alportel,Município,Total,Total,, pessoas,,7722.0,Região de Saúde do Algarve
1991.0,,São João da Madeira,Município,Total,Total,, pessoas,,18849.0,Região de Saúde do Centro
1991.0,,São João da Pesqueira,Município,Total,Total,, pessoas,,9553.0,Região de Saúde do Centro
1991.0,,São Pedro do Sul,Município,Total,Total,, pessoas,,19951.0,Região de Saúde do Centro
1991.0,,São Roque do Pico,Município,Total,Total,, pessoas,,3696.0,Região Autónoma dos Açores
1991.0,,São Vicente,Município,Total,Total,, pessoas,,7560.0,Região Autónoma da Madeira
1991.0,,Sardoal,Município,Total,Total,, pessoas,,4418.0,Região de Saúde LVT
1991.0,,Sátão,Município,Total,Total,, pessoas,,13340.0,Região de Saúde do Centro
1991.0,,Seia,Município,Total,Total,, pessoas,,30250.0,Região de Saúde do Centro
1991.0,,Seixal,Município,Total,Total,, pessoas,,120094.0,Região de Saúde LVT
1991.0,,Sernancelhe,Município,Total,Total,, pessoas,,6946.0,Região de Saúde do Centro
1991.0,,Serpa,Município,Total,Total,, pessoas,,17872.0,Região de Saúde do Alentejo
1991.0,,Sertã,Município,Total,Total,, pessoas,,18122.0,Região de Saúde do Centro
1991.0,,Sesimbra,Município,Total,Total,, pessoas,,28207.0,Região de Saúde LVT
1991.0,,Setúbal,Município,Total,Total,, pessoas,,104957.0,Região de Saúde LVT
1991.0,,Sever do Vouga,Município,Total,Total,, pessoas,,13827.0,Região de Saúde do Centro
1991.0,,Silves,Município,Total,Total,, pessoas,,33004.0,Região de Saúde do Algarve
1991.0,,Sines,Município,Total,Total,, pessoas,,12500.0,Região de Saúde LVT
1991.0,,Sintra,Município,Total,Total,, pessoas,,269621.0,Região de Saúde LVT
1991.0,,Sobral de Monte Agraço,Município,Total,Total,, pessoas,,7444.0,Região de Saúde LVT
1991.0,,Soure,Município,Total,Total,, pessoas,,21686.0,Região de Saúde do Centro
1991.0,,Sousel,Município,Total,Total,, pessoas,,6140.0,Região de Saúde do Alentejo
1991.0,,Tábua,Município,Total,Total,, pessoas,,13114.0,Região de Saúde do Centro
1991.0,,Tabuaço,Município,Total,Total,, pessoas,,7837.0,Região de Saúde do Centro
1991.0,,Tarouca,Município,Total,Total,, pessoas,,9480.0,Região de Saúde do Centro
1991.0,,Tavira,Município,Total,Total,, pessoas,,24890.0,Região de Saúde do Algarve
1991.0,,Terras de Bouro,Município,Total,Total,, pessoas,,9318.0,Região de Saúde Norte
1991.0,,Tomar,Município,Total,Total,, pessoas,,43306.0,Região de Saúde LVT
1991.0,,Tondela,Município,Total,Total,, pessoas,,32041.0,Região de Saúde do Centro
