01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Âmbito Geográfico,05. Filtro 1,06. Filtro 2,07. Filtro 3,08. Escala ,09. Símbolo,10. Valor,Região de Saúde
2006.0,,Manteigas,Município,Total,Total,, pessoas,,3734.0,Região de Saúde do Centro
2006.0,,Marco de Canaveses,Município,Total,Total,, pessoas,,53539.0,Região de Saúde Norte
2006.0,,Marinha Grande,Município,Total,Total,, pessoas,,37650.0,Região de Saúde LVT
2006.0,,Marvão,Município,Total,Total,, pessoas,,3750.0,Região de Saúde do Alentejo
2006.0,,Matosinhos,Município,Total,Total,, pessoas,,173181.0,Região de Saúde Norte
2006.0,,Mealhada,Município,Total,Total,, pessoas,,20666.0,Região de Saúde do Centro
2006.0,,Mêda,Município,Total,Total,, pessoas,,5651.0,Região de Saúde do Centro
2006.0,,Melgaço,Município,Total,Total,, pessoas,,9576.0,Região de Saúde Norte
2006.0,,Mértola,Município,Total,Total,, pessoas,,7887.0,Região de Saúde do Alentejo
2006.0,,Mesão Frio,Município,Total,Total,, pessoas,,4698.0,Região de Saúde Norte
2006.0,,Mira,Município,Total,Total,, pessoas,,12679.0,Região de Saúde do Centro
2006.0,,Miranda do Corvo,Município,Total,Total,, pessoas,,13163.0,Região de Saúde do Centro
2006.0,,Miranda do Douro,Município,Total,Total,, pessoas,,7768.0,Região de Saúde Norte
2006.0,,Mirandela,Município,Total,Total,, pessoas,,24830.0,Região de Saúde Norte
2006.0,,Mogadouro,Município,Total,Total,, pessoas,,10285.0,Região de Saúde Norte
2006.0,,Moimenta da Beira,Município,Total,Total,, pessoas,,10645.0,Região de Saúde do Centro
2006.0,,Moita,Município,Total,Total,, pessoas,,66761.0,Região de Saúde LVT
2006.0,,Monção,Município,Total,Total,, pessoas,,19649.0,Região de Saúde Norte
2006.0,,Monchique,Município,Total,Total,, pessoas,,6437.0,Região de Saúde do Algarve
2006.0,,Mondim de Basto,Município,Total,Total,, pessoas,,8048.0,Região de Saúde Norte
2006.0,,Monforte,Município,Total,Total,, pessoas,,3399.0,Região de Saúde do Alentejo
2006.0,,Montalegre,Município,Total,Total,, pessoas,,11507.0,Região de Saúde Norte
2006.0,,Montemor-o-Novo,Município,Total,Total,, pessoas,,18063.0,Região de Saúde do Alentejo
2006.0,,Montemor-o-Velho,Município,Total,Total,, pessoas,,25903.0,Região de Saúde do Centro
2006.0,,Montijo,Município,Total,Total,, pessoas,,46207.0,Região de Saúde LVT
2006.0,,Mora,Município,Total,Total,, pessoas,,5330.0,Região de Saúde do Alentejo
2006.0,,Mortágua,Município,Total,Total,, pessoas,,9985.0,Região de Saúde do Centro
2006.0,,Moura,Município,Total,Total,, pessoas,,15791.0,Região de Saúde do Alentejo
2006.0,,Mourão,Município,Total,Total,, pessoas,,2900.0,Região de Saúde do Alentejo
2006.0,,Murça,Município,Total,Total,, pessoas,,6320.0,Região de Saúde Norte
2006.0,,Murtosa,Município,Total,Total,, pessoas,,10201.0,Região de Saúde do Centro
2006.0,,Nazaré,Município,Total,Total,, pessoas,,15131.0,Região de Saúde LVT
2006.0,,Nelas,Município,Total,Total,, pessoas,,14201.0,Região de Saúde do Centro
2006.0,,Nisa,Município,Total,Total,, pessoas,,7977.0,Região de Saúde do Alentejo
2006.0,,Nordeste,Município,Total,Total,, pessoas,,5110.0,Região Autónoma dos Açores
2006.0,,Óbidos,Município,Total,Total,, pessoas,,11440.0,Região de Saúde LVT
2006.0,,Odemira,Município,Total,Total,, pessoas,,26221.0,Região de Saúde do Alentejo
2006.0,,Odivelas,Município,Total,Total,, pessoas,,139937.0,Região de Saúde LVT
2006.0,,Oeiras,Município,Total,Total,, pessoas,,168373.0,Região de Saúde LVT
2006.0,,Oleiros,Município,Total,Total,, pessoas,,6119.0,Região de Saúde do Centro
2006.0,,Olhão,Município,Total,Total,, pessoas,,43500.0,Região de Saúde do Algarve
2006.0,,Oliveira de Azeméis,Município,Total,Total,, pessoas,,70077.0,Região de Saúde do Centro
2006.0,,Oliveira de Frades,Município,Total,Total,, pessoas,,10426.0,Região de Saúde do Centro
2006.0,,Oliveira do Bairro,Município,Total,Total,, pessoas,,22308.0,Região de Saúde do Centro
2006.0,,Oliveira do Hospital,Município,Total,Total,, pessoas,,21469.0,Região de Saúde do Centro
2006.0,,Ourém,Município,Total,Total,, pessoas,,46299.0,Região de Saúde LVT
2006.0,,Ourique,Município,Total,Total,, pessoas,,5788.0,Região de Saúde do Alentejo
2006.0,,Ovar,Município,Total,Total,, pessoas,,55645.0,Região de Saúde do Centro
2006.0,,Paços de Ferreira,Município,Total,Total,, pessoas,,55475.0,Região de Saúde Norte
2006.0,,Palmela,Município,Total,Total,, pessoas,,59136.0,Região de Saúde LVT
2006.0,,Pampilhosa da Serra,Município,Total,Total,, pessoas,,4832.0,Região de Saúde do Centro
2006.0,,Paredes,Município,Total,Total,, pessoas,,86299.0,Região de Saúde Norte
2006.0,,Paredes de Coura,Município,Total,Total,, pessoas,,9388.0,Região de Saúde Norte
2006.0,,Pedrógão Grande,Município,Total,Total,, pessoas,,4126.0,Região de Saúde LVT
2006.0,,Penacova,Município,Total,Total,, pessoas,,15925.0,Região de Saúde do Centro
2006.0,,Penafiel,Município,Total,Total,, pessoas,,72791.0,Região de Saúde Norte
2006.0,,Penalva do Castelo,Município,Total,Total,, pessoas,,8432.0,Região de Saúde do Centro
2006.0,,Penamacor,Município,Total,Total,, pessoas,,6118.0,Região de Saúde do Centro
2006.0,,Penedono,Município,Total,Total,, pessoas,,3184.0,Região de Saúde do Centro
2006.0,,Penela,Município,Total,Total,, pessoas,,6229.0,Região de Saúde do Centro
2006.0,,Peniche,Município,Total,Total,, pessoas,,27727.0,Região de Saúde LVT
2006.0,,Peso da Régua,Município,Total,Total,, pessoas,,17961.0,Região de Saúde Norte
2006.0,,Pinhel,Município,Total,Total,, pessoas,,10264.0,Região de Saúde do Centro
2006.0,,Pombal,Município,Total,Total,, pessoas,,56055.0,Região de Saúde LVT
2006.0,,Ponta Delgada,Município,Total,Total,, pessoas,,67937.0,Região Autónoma dos Açores
2006.0,,Ponta do Sol,Município,Total,Total,, pessoas,,8651.0,Região Autónoma da Madeira
2006.0,,Ponte da Barca,Município,Total,Total,, pessoas,,12494.0,Região de Saúde Norte
2006.0,,Ponte de Lima,Município,Total,Total,, pessoas,,44222.0,Região de Saúde Norte
2006.0,,Ponte de Sor,Município,Total,Total,, pessoas,,17369.0,Região de Saúde do Alentejo
2006.0,,Portalegre,Município,Total,Total,, pessoas,,25534.0,Região de Saúde do Alentejo
2006.0,,Portel,Município,Total,Total,, pessoas,,6773.0,Região de Saúde do Alentejo
2006.0,,Portimão,Município,Total,Total,, pessoas,,51314.0,Região de Saúde do Algarve
2006.0,,Porto,Município,Total,Total,, pessoas,,249639.0,Região de Saúde Norte
2006.0,,Porto de Mós,Município,Total,Total,, pessoas,,24417.0,Região de Saúde LVT
2006.0,,Porto Moniz,Município,Total,Total,, pessoas,,2823.0,Região Autónoma da Madeira
2006.0,,Porto Santo,Município,Total,Total,, pessoas,,5110.0,Região Autónoma da Madeira
2006.0,,Póvoa de Lanhoso,Município,Total,Total,, pessoas,,22460.0,Região de Saúde Norte
2006.0,,Póvoa de Varzim,Município,Total,Total,, pessoas,,63970.0,Região de Saúde Norte
2006.0,,Povoação,Município,Total,Total,, pessoas,,6528.0,Região Autónoma dos Açores
2006.0,,Proença-a-Nova,Município,Total,Total,, pessoas,,8907.0,Região de Saúde do Centro
2006.0,,Redondo,Município,Total,Total,, pessoas,,7163.0,Região de Saúde do Alentejo
2006.0,,Reguengos de Monsaraz,Município,Total,Total,, pessoas,,11105.0,Região de Saúde do Alentejo
2006.0,,Resende,Município,Total,Total,, pessoas,,11854.0,Região de Saúde do Centro
2006.0,,Ribeira Brava,Município,Total,Total,, pessoas,,13202.0,Região Autónoma da Madeira
2006.0,,Ribeira de Pena,Município,Total,Total,, pessoas,,6964.0,Região de Saúde Norte
2006.0,,Ribeira Grande,Município,Total,Total,, pessoas,,30600.0,Região Autónoma dos Açores
2006.0,,Rio Maior,Município,Total,Total,, pessoas,,21261.0,Região de Saúde LVT
2006.0,,Sabrosa,Município,Total,Total,, pessoas,,6678.0,Região de Saúde Norte
2006.0,,Sabugal,Município,Total,Total,, pessoas,,13578.0,Região de Saúde do Centro
2006.0,,Salvaterra de Magos,Município,Total,Total,, pessoas,,21499.0,Região de Saúde LVT
2006.0,,Santa Comba Dão,Município,Total,Total,, pessoas,,12005.0,Região de Saúde do Centro
2006.0,,Santa Cruz,Município,Total,Total,, pessoas,,37830.0,Região Autónoma da Madeira
2006.0,,Santa Cruz da Graciosa,Município,Total,Total,, pessoas,,4562.0,Região Autónoma dos Açores
2006.0,,Santa Cruz das Flores,Município,Total,Total,, pessoas,,2383.0,Região Autónoma dos Açores
2006.0,,Santa Maria da Feira,Município,Total,Total,, pessoas,,139298.0,Região de Saúde do Centro
2006.0,,Santa Marta de Penaguião,Município,Total,Total,, pessoas,,7916.0,Região de Saúde Norte
2006.0,,Santana,Município,Total,Total,, pessoas,,8221.0,Região Autónoma da Madeira
2006.0,,Santarém,Município,Total,Total,, pessoas,,63162.0,Região de Saúde LVT
2006.0,,Santiago do Cacém,Município,Total,Total,, pessoas,,30404.0,Região de Saúde LVT
2006.0,,Santo Tirso,Município,Total,Total,, pessoas,,72682.0,Região de Saúde Norte
2006.0,,São Brás de Alportel,Município,Total,Total,, pessoas,,10375.0,Região de Saúde do Algarve
2006.0,,São João da Madeira,Município,Total,Total,, pessoas,,21671.0,Região de Saúde do Centro
2006.0,,São João da Pesqueira,Município,Total,Total,, pessoas,,8254.0,Região de Saúde do Centro
2006.0,,São Pedro do Sul,Município,Total,Total,, pessoas,,17809.0,Região de Saúde do Centro
2006.0,,São Roque do Pico,Município,Total,Total,, pessoas,,3487.0,Região Autónoma dos Açores
2006.0,,São Vicente,Município,Total,Total,, pessoas,,5960.0,Região Autónoma da Madeira
2006.0,,Sardoal,Município,Total,Total,, pessoas,,4025.0,Região de Saúde LVT
2006.0,,Sátão,Município,Total,Total,, pessoas,,12858.0,Região de Saúde do Centro
2006.0,,Seia,Município,Total,Total,, pessoas,,26214.0,Região de Saúde do Centro
2006.0,,Seixal,Município,Total,Total,, pessoas,,155389.0,Região de Saúde LVT
2006.0,,Sernancelhe,Município,Total,Total,, pessoas,,5937.0,Região de Saúde do Centro
2006.0,,Serpa,Município,Total,Total,, pessoas,,16172.0,Região de Saúde do Alentejo
2006.0,,Sertã,Município,Total,Total,, pessoas,,16280.0,Região de Saúde do Centro
2006.0,,Sesimbra,Município,Total,Total,, pessoas,,44691.0,Região de Saúde LVT
2006.0,,Setúbal,Município,Total,Total,, pessoas,,118493.0,Região de Saúde LVT
2006.0,,Sever do Vouga,Município,Total,Total,, pessoas,,12769.0,Região de Saúde do Centro
2006.0,,Silves,Município,Total,Total,, pessoas,,35829.0,Região de Saúde do Algarve
2006.0,,Sines,Município,Total,Total,, pessoas,,14001.0,Região de Saúde LVT
2006.0,,Sintra,Município,Total,Total,, pessoas,,373280.0,Região de Saúde LVT
2006.0,,Sobral de Monte Agraço,Município,Total,Total,, pessoas,,9729.0,Região de Saúde LVT
2006.0,,Soure,Município,Total,Total,, pessoas,,20047.0,Região de Saúde do Centro
2006.0,,Sousel,Município,Total,Total,, pessoas,,5408.0,Região de Saúde do Alentejo
2006.0,,Tábua,Município,Total,Total,, pessoas,,12360.0,Região de Saúde do Centro
2006.0,,Tabuaço,Município,Total,Total,, pessoas,,6555.0,Região de Saúde do Centro
2006.0,,Tarouca,Município,Total,Total,, pessoas,,8233.0,Região de Saúde do Centro
2006.0,,Tavira,Município,Total,Total,, pessoas,,25706.0,Região de Saúde do Algarve
2006.0,,Terras de Bouro,Município,Total,Total,, pessoas,,7798.0,Região de Saúde Norte
2006.0,,Tomar,Município,Total,Total,, pessoas,,41816.0,Região de Saúde LVT
2006.0,,Tondela,Município,Total,Total,, pessoas,,29984.0,Região de Saúde do Centro
2006.0,,Torre de Moncorvo,Município,Total,Total,, pessoas,,9165.0,Região de Saúde Norte
2006.0,,Torres Novas,Município,Total,Total,, pessoas,,36977.0,Região de Saúde LVT
2006.0,,Torres Vedras,Município,Total,Total,, pessoas,,76901.0,Região de Saúde LVT
2006.0,,Trancoso,Município,Total,Total,, pessoas,,10325.0,Região de Saúde do Centro
2006.0,,Trofa,Município,Total,Total,, pessoas,,38752.0,Região de Saúde Norte
2006.0,,Vagos,Município,Total,Total,, pessoas,,22598.0,Região de Saúde do Centro
2006.0,,Vale de Cambra,Município,Total,Total,, pessoas,,23815.0,Região de Saúde do Centro
2006.0,,Valença,Município,Total,Total,, pessoas,,14214.0,Região de Saúde Norte
2006.0,,Valongo,Município,Total,Total,, pessoas,,91296.0,Região de Saúde Norte
2006.0,,Valpaços,Município,Total,Total,, pessoas,,18149.0,Região de Saúde Norte
2006.0,,Velas,Município,Total,Total,, pessoas,,5524.0,Região Autónoma dos Açores
2006.0,,Vendas Novas,Município,Total,Total,, pessoas,,11857.0,Região de Saúde do Alentejo
2006.0,,Viana do Alentejo,Município,Total,Total,, pessoas,,5737.0,Região de Saúde do Alentejo
2006.0,,Viana do Castelo,Município,Total,Total,, pessoas,,89554.0,Região de Saúde Norte
2006.0,,Vidigueira,Município,Total,Total,, pessoas,,6039.0,Região de Saúde do Alentejo
2006.0,,Vieira do Minho,Município,Total,Total,, pessoas,,13796.0,Região de Saúde Norte
2006.0,,Vila da Praia da Vitória,Município,Total,Total,, pessoas,,20802.0,Região Autónoma dos Açores
2006.0,,Vila de Rei,Município,Total,Total,, pessoas,,3445.0,Região de Saúde do Centro
2006.0,,Vila do Bispo,Município,Total,Total,, pessoas,,5314.0,Região de Saúde do Algarve
2006.0,,Vila do Conde,Município,Total,Total,, pessoas,,77939.0,Região de Saúde Norte
2006.0,,Vila do Porto,Município,Total,Total,, pessoas,,5588.0,Região Autónoma dos Açores
2006.0,,Vila Flor,Município,Total,Total,, pessoas,,7260.0,Região de Saúde Norte
2006.0,,Vila Franca de Xira,Município,Total,Total,, pessoas,,131420.0,Região de Saúde LVT
2006.0,,Vila Franca do Campo,Município,Total,Total,, pessoas,,11198.0,Região Autónoma dos Açores
2006.0,,Vila Nova da Barquinha,Município,Total,Total,, pessoas,,7464.0,Região de Saúde LVT
2006.0,,Vila Nova de Cerveira,Município,Total,Total,, pessoas,,9150.0,Região de Saúde Norte
2006.0,,Vila Nova de Famalicão,Município,Total,Total,, pessoas,,132580.0,Região de Saúde Norte
2006.0,,Vila Nova de Foz Côa,Município,Total,Total,, pessoas,,7832.0,Região de Saúde do Centro
2006.0,,Vila Nova de Gaia,Município,Total,Total,, pessoas,,299060.0,Região de Saúde Norte
2006.0,,Vila Nova de Paiva,Município,Total,Total,, pessoas,,5595.0,Região de Saúde do Centro
2006.0,,Vila Nova de Poiares,Município,Total,Total,, pessoas,,7216.0,Região de Saúde do Centro
2006.0,,Vila Pouca de Aguiar,Município,Total,Total,, pessoas,,14093.0,Região de Saúde Norte
2006.0,,Vila Real,Município,Total,Total,, pessoas,,51503.0,Região de Saúde Norte
2006.0,,Vila Real de Santo António,Município,Total,Total,, pessoas,,18662.0,Região de Saúde do Algarve
2006.0,,Vila Velha de Ródão,Município,Total,Total,, pessoas,,3778.0,Região de Saúde do Centro
2006.0,,Vila Verde,Município,Total,Total,, pessoas,,47873.0,Região de Saúde Norte
2006.0,,Vila Viçosa,Município,Total,Total,, pessoas,,8588.0,Região de Saúde do Alentejo
2006.0,,Vimioso,Município,Total,Total,, pessoas,,4951.0,Região de Saúde Norte
2006.0,,Vinhais,Município,Total,Total,, pessoas,,9784.0,Região de Saúde Norte
2006.0,,Viseu,Município,Total,Total,, pessoas,,97371.0,Região de Saúde do Centro
2006.0,,Vizela,Município,Total,Total,, pessoas,,23527.0,Região de Saúde Norte
2006.0,,Vouzela,Município,Total,Total,, pessoas,,11169.0,Região de Saúde do Centro
2007.0,,Abrantes,Município,Total,Total,, pessoas,,40403.0,Região de Saúde LVT
2007.0,,Águeda,Município,Total,Total,, pessoas,,48399.0,Região de Saúde do Centro
2007.0,,Aguiar da Beira,Município,Total,Total,, pessoas,,5778.0,Região de Saúde do Centro
2007.0,,Alandroal,Município,Total,Total,, pessoas,,6122.0,Região de Saúde do Alentejo
2007.0,,Albergaria-a-Velha,Município,Total,Total,, pessoas,,25157.0,Região de Saúde do Centro
2007.0,,Albufeira,Município,Total,Total,, pessoas,,37978.0,Região de Saúde do Algarve
2007.0,,Alcácer do Sal,Município,Total,Total,, pessoas,,13480.0,Região de Saúde LVT
2007.0,,Alcanena,Município,Total,Total,, pessoas,,14135.0,Região de Saúde LVT
2007.0,,Alcobaça,Município,Total,Total,, pessoas,,56720.0,Região de Saúde LVT
2007.0,,Alcochete,Município,Total,Total,, pessoas,,16141.0,Região de Saúde LVT
2007.0,,Alcoutim,Município,Total,Total,, pessoas,,3175.0,Região de Saúde do Algarve
2007.0,,Alenquer,Município,Total,Total,, pessoas,,42150.0,Região de Saúde LVT
2007.0,,Alfândega da Fé,Município,Total,Total,, pessoas,,5393.0,Região de Saúde Norte
2007.0,,Alijó,Município,Total,Total,, pessoas,,12749.0,Região de Saúde Norte
2007.0,,Aljezur,Município,Total,Total,, pessoas,,5711.0,Região de Saúde do Algarve
2007.0,,Aljustrel,Município,Total,Total,, pessoas,,9637.0,Região de Saúde do Alentejo
2007.0,,Almada,Município,Total,Total,, pessoas,,170407.0,Região de Saúde LVT
2007.0,,Almeida,Município,Total,Total,, pessoas,,7666.0,Região de Saúde do Centro
2007.0,,Almeirim,Município,Total,Total,, pessoas,,22998.0,Região de Saúde LVT
2007.0,,Almodôvar,Município,Total,Total,, pessoas,,7708.0,Região de Saúde do Alentejo
2007.0,,Alpiarça,Município,Total,Total,, pessoas,,7857.0,Região de Saúde LVT
2007.0,,Alter do Chão,Município,Total,Total,, pessoas,,3714.0,Região de Saúde do Alentejo
2007.0,,Alvaiázere,Município,Total,Total,, pessoas,,7660.0,Região de Saúde LVT
2007.0,,Alvito,Município,Total,Total,, pessoas,,2589.0,Região de Saúde do Alentejo
2007.0,,Amadora,Município,Total,Total,, pessoas,,175464.0,Região de Saúde LVT
2007.0,,Amarante,Município,Total,Total,, pessoas,,57828.0,Região de Saúde Norte
2007.0,,Amares,Município,Total,Total,, pessoas,,18943.0,Região de Saúde Norte
2007.0,,Anadia,Município,Total,Total,, pessoas,,30067.0,Região de Saúde do Centro
2007.0,,Angra do Heroísmo,Município,Total,Total,, pessoas,,35718.0,Região Autónoma dos Açores
2007.0,,Ansião,Município,Total,Total,, pessoas,,13429.0,Região de Saúde LVT
2007.0,,Arcos de Valdevez,Município,Total,Total,, pessoas,,23629.0,Região de Saúde Norte
2007.0,,Arganil,Município,Total,Total,, pessoas,,12645.0,Região de Saúde do Centro
2007.0,,Armamar,Município,Total,Total,, pessoas,,6736.0,Região de Saúde do Centro
2007.0,,Arouca,Município,Total,Total,, pessoas,,23057.0,Região de Saúde do Centro
2007.0,,Arraiolos,Município,Total,Total,, pessoas,,7490.0,Região de Saúde do Alentejo
2007.0,,Arronches,Município,Total,Total,, pessoas,,3243.0,Região de Saúde do Alentejo
2007.0,,Arruda dos Vinhos,Município,Total,Total,, pessoas,,12499.0,Região de Saúde LVT
2007.0,,Aveiro,Município,Total,Total,, pessoas,,77150.0,Região de Saúde do Centro
2007.0,,Avis,Município,Total,Total,, pessoas,,4811.0,Região de Saúde do Alentejo
2007.0,,Azambuja,Município,Total,Total,, pessoas,,21607.0,Região de Saúde LVT
2007.0,,Baião,Município,Total,Total,, pessoas,,21300.0,Região de Saúde Norte
2007.0,,Barcelos,Município,Total,Total,, pessoas,,121944.0,Região de Saúde Norte
2007.0,,Barrancos,Município,Total,Total,, pessoas,,1875.0,Região de Saúde do Alentejo
2007.0,,Barreiro,Município,Total,Total,, pessoas,,79074.0,Região de Saúde LVT
2007.0,,Batalha,Município,Total,Total,, pessoas,,15633.0,Região de Saúde LVT
2007.0,,Beja,Município,Total,Total,, pessoas,,36040.0,Região de Saúde do Alentejo
2007.0,,Belmonte,Município,Total,Total,, pessoas,,7122.0,Região de Saúde do Centro
2007.0,,Benavente,Município,Total,Total,, pessoas,,27376.0,Região de Saúde LVT
2007.0,,Bombarral,Município,Total,Total,, pessoas,,13361.0,Região de Saúde LVT
2007.0,,Borba,Município,Total,Total,, pessoas,,7523.0,Região de Saúde do Alentejo
2007.0,,Boticas,Município,Total,Total,, pessoas,,5970.0,Região de Saúde Norte
2007.0,,Braga,Município,Total,Total,, pessoas,,177609.0,Região de Saúde Norte
2007.0,,Bragança,Município,Total,Total,, pessoas,,35362.0,Região de Saúde Norte
2007.0,,Cabeceiras de Basto,Município,Total,Total,, pessoas,,17229.0,Região de Saúde Norte
2007.0,,Cadaval,Município,Total,Total,, pessoas,,14177.0,Região de Saúde LVT
2007.0,,Caldas da Rainha,Município,Total,Total,, pessoas,,51232.0,Região de Saúde LVT
2007.0,,Calheta [R.A.A.],Município,Total,Total,, pessoas,,3893.0,Região Autónoma dos Açores
2007.0,,Calheta [R.A.M.],Município,Total,Total,, pessoas,,11790.0,Região Autónoma da Madeira
2007.0,,Câmara de Lobos,Município,Total,Total,, pessoas,,35759.0,Região Autónoma da Madeira
2007.0,,Caminha,Município,Total,Total,, pessoas,,16935.0,Região de Saúde Norte
2007.0,,Campo Maior,Município,Total,Total,, pessoas,,8453.0,Região de Saúde do Alentejo
2007.0,,Cantanhede,Município,Total,Total,, pessoas,,37179.0,Região de Saúde do Centro
2007.0,,Carrazeda de Ansiães,Município,Total,Total,, pessoas,,6852.0,Região de Saúde Norte
2007.0,,Carregal do Sal,Município,Total,Total,, pessoas,,10067.0,Região de Saúde do Centro
2007.0,,Cartaxo,Município,Total,Total,, pessoas,,24317.0,Região de Saúde LVT
2007.0,,Cascais,Município,Total,Total,, pessoas,,195838.0,Região de Saúde LVT
2007.0,,Castanheira de Pêra,Município,Total,Total,, pessoas,,3374.0,Região de Saúde LVT
2007.0,,Castelo Branco,Município,Total,Total,, pessoas,,56186.0,Região de Saúde do Centro
2007.0,,Castelo de Paiva,Município,Total,Total,, pessoas,,17094.0,Região de Saúde do Centro
2007.0,,Castelo de Vide,Município,Total,Total,, pessoas,,3586.0,Região de Saúde do Alentejo
2007.0,,Castro Daire,Município,Total,Total,, pessoas,,15916.0,Região de Saúde do Centro
2007.0,,Castro Marim,Município,Total,Total,, pessoas,,6722.0,Região de Saúde do Algarve
2007.0,,Castro Verde,Município,Total,Total,, pessoas,,7445.0,Região de Saúde do Alentejo
2007.0,,Celorico da Beira,Município,Total,Total,, pessoas,,8104.0,Região de Saúde do Centro
2007.0,,Celorico de Basto,Município,Total,Total,, pessoas,,20338.0,Região de Saúde Norte
2007.0,,Chamusca,Município,Total,Total,, pessoas,,10580.0,Região de Saúde LVT
2007.0,,Chaves,Município,Total,Total,, pessoas,,42464.0,Região de Saúde Norte
2007.0,,Cinfães,Município,Total,Total,, pessoas,,21226.0,Região de Saúde do Centro
2007.0,,Coimbra,Município,Total,Total,, pessoas,,145544.0,Região de Saúde do Centro
2007.0,,Condeixa-a-Nova,Município,Total,Total,, pessoas,,16588.0,Região de Saúde do Centro
2007.0,,Constância,Município,Total,Total,, pessoas,,4000.0,Região de Saúde LVT
2007.0,,Coruche,Município,Total,Total,, pessoas,,20498.0,Região de Saúde LVT
2007.0,,Corvo,Município,Total,Total,, pessoas,,416.0,Região Autónoma dos Açores
2007.0,,Covilhã,Município,Total,Total,, pessoas,,52948.0,Região de Saúde do Centro
2007.0,,Crato,Município,Total,Total,, pessoas,,3906.0,Região de Saúde do Alentejo
2007.0,,Cuba,Município,Total,Total,, pessoas,,4912.0,Região de Saúde do Alentejo
2007.0,,Elvas,Município,Total,Total,, pessoas,,23225.0,Região de Saúde do Alentejo
2007.0,,Entroncamento,Município,Total,Total,, pessoas,,19688.0,Região de Saúde LVT
2007.0,,Espinho,Município,Total,Total,, pessoas,,32707.0,Região de Saúde do Centro
2007.0,,Esposende,Município,Total,Total,, pessoas,,34264.0,Região de Saúde Norte
2007.0,,Estarreja,Município,Total,Total,, pessoas,,27518.0,Região de Saúde do Centro
2007.0,,Estremoz,Município,Total,Total,, pessoas,,14830.0,Região de Saúde do Alentejo
2007.0,,Évora,Município,Total,Total,, pessoas,,56961.0,Região de Saúde do Alentejo
2007.0,,Fafe,Município,Total,Total,, pessoas,,51771.0,Região de Saúde Norte
2007.0,,Faro,Município,Total,Total,, pessoas,,62807.0,Região de Saúde do Algarve
2007.0,,Felgueiras,Município,Total,Total,, pessoas,,58551.0,Região de Saúde Norte
2007.0,,Ferreira do Alentejo,Município,Total,Total,, pessoas,,8523.0,Região de Saúde do Alentejo
2007.0,,Ferreira do Zêzere,Município,Total,Total,, pessoas,,8876.0,Região de Saúde LVT
2007.0,,Figueira da Foz,Município,Total,Total,, pessoas,,62622.0,Região de Saúde do Centro
2007.0,,Figueira de Castelo Rodrigo,Município,Total,Total,, pessoas,,6572.0,Região de Saúde do Centro
2007.0,,Figueiró dos Vinhos,Município,Total,Total,, pessoas,,6557.0,Região de Saúde LVT
2007.0,,Fornos de Algodres,Município,Total,Total,, pessoas,,5237.0,Região de Saúde do Centro
2007.0,,Freixo de Espada à Cinta,Município,Total,Total,, pessoas,,3941.0,Região de Saúde Norte
2007.0,,Fronteira,Município,Total,Total,, pessoas,,3543.0,Região de Saúde do Alentejo
2007.0,,Funchal,Município,Total,Total,, pessoas,,110584.0,Região Autónoma da Madeira
2007.0,,Fundão,Município,Total,Total,, pessoas,,30121.0,Região de Saúde do Centro
2007.0,,Gavião,Município,Total,Total,, pessoas,,4375.0,Região de Saúde do Alentejo
2007.0,,Góis,Município,Total,Total,, pessoas,,4478.0,Região de Saúde do Centro
2007.0,,Golegã,Município,Total,Total,, pessoas,,5580.0,Região de Saúde LVT
2007.0,,Gondomar,Município,Total,Total,, pessoas,,168292.0,Região de Saúde Norte
2007.0,,Gouveia,Município,Total,Total,, pessoas,,14787.0,Região de Saúde do Centro
2007.0,,Grândola,Município,Total,Total,, pessoas,,14949.0,Região de Saúde LVT
2007.0,,Guarda,Município,Total,Total,, pessoas,,43213.0,Região de Saúde do Centro
2007.0,,Guimarães,Município,Total,Total,, pessoas,,160011.0,Região de Saúde Norte
2007.0,,Horta,Município,Total,Total,, pessoas,,15062.0,Região Autónoma dos Açores
2007.0,,Idanha-a-Nova,Município,Total,Total,, pessoas,,10382.0,Região de Saúde do Centro
2007.0,,Ílhavo,Município,Total,Total,, pessoas,,38322.0,Região de Saúde do Centro
2007.0,,Lagoa,Município,Total,Total,, pessoas,,22344.0,Região de Saúde do Algarve
2007.0,,Lagoa [R.A.A.],Município,Total,Total,, pessoas,,14407.0,Região Autónoma dos Açores
2007.0,,Lagos,Município,Total,Total,, pessoas,,29334.0,Região de Saúde do Algarve
2007.0,,Lajes das Flores,Município,Total,Total,, pessoas,,1518.0,Região Autónoma dos Açores
2007.0,,Lajes do Pico,Município,Total,Total,, pessoas,,4817.0,Região Autónoma dos Açores
2007.0,,Lamego,Município,Total,Total,, pessoas,,27366.0,Região de Saúde do Centro
2007.0,,Leiria,Município,Total,Total,, pessoas,,125507.0,Região de Saúde LVT
2007.0,,Lisboa,Município,Total,Total,, pessoas,,552118.0,Região de Saúde LVT
2007.0,,Loulé,Município,Total,Total,, pessoas,,67166.0,Região de Saúde do Algarve
2007.0,,Loures,Município,Total,Total,, pessoas,,203513.0,Região de Saúde LVT
2007.0,,Lourinhã,Município,Total,Total,, pessoas,,25101.0,Região de Saúde LVT
2007.0,,Lousã,Município,Total,Total,, pessoas,,17150.0,Região de Saúde do Centro
